Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
218,2,3251.071,1,2,4,124,Lost Customers
7,7,3515.68,4,4,4,444,Champions
2,2,439.92,4,2,2,422,Lost Customers
154,2,322.96,1,2,2,122,Lost Customers
5,5,1026.42,4,4,3,443,Loyal Customers
79,3,598.2,2,3,2,232,At Risk
21,2,230.22,3,2,1,321,Lost Customers
22,2,169.55,3,2,1,321,Lost Customers
308,4,664.54,1,3,2,132,At Risk
146,1,80.7,1,1,1,111,Lost Customers
7,18,9053.94,4,4,4,444,Champions
19,8,2758.26,3,4,4,344,Loyal Customers
71,2,190.25,2,2,1,221,Lost Customers
287,1,264.7,1,1,1,111,Lost Customers
49,1,413.59000000000003,3,1,2,312,Lost Customers
31,6,2526.28,3,4,4,344,Loyal Customers
207,1,357.98,1,1,2,112,Lost Customers
15,2,196.79000000000002,4,2,1,421,Lost Customers
73,1,869.87,2,1,3,213,Lost Customers
60,1,200.14,2,1,1,211,Lost Customers
39,4,1871.81,3,3,4,334,Loyal Customers
30,12,2603.43,3,4,4,344,Loyal Customers
27,5,920.51,3,4,3,343,Loyal Customers
4,15,7060.13,4,4,4,444,Champions
17,1,320.46,4,1,2,412,Lost Customers
20,6,4147.96,3,4,4,344,Loyal Customers
66,2,1266.08,2,2,3,223,Lost Customers
213,1,311.3,1,1,2,112,Lost Customers
12,6,854.97,4,4,3,443,Loyal Customers
30,1,76.8,3,1,1,311,Lost Customers
43,9,3466.36,3,4,4,344,Loyal Customers
4,6,2313.14,4,4,4,444,Champions
15,5,1393.69,4,4,3,443,Loyal Customers
10,12,3901.81,4,4,4,444,Champions
211,1,635.66,1,1,2,112,Lost Customers
46,3,2043.0800000000002,3,3,4,334,Loyal Customers
134,2,529.73,2,2,2,222,Lost Customers
43,7,4582.64,3,4,4,344,Loyal Customers
10,5,2874.72,4,4,4,444,Champions
116,3,962.19,2,3,3,233,At Risk
198,2,695.61,1,2,3,123,Lost Customers
278,1,328.8,1,1,2,112,Lost Customers
110,3,473.02,2,3,2,232,At Risk
77,1,505.18,2,1,2,212,Lost Customers
53,1,917.34,2,1,3,213,Lost Customers
162,4,4291.21,1,3,4,134,At Risk
47,3,1421.61,3,3,3,333,Loyal Customers
17,2,642.8,4,2,2,422,Lost Customers
155,3,631.9,1,3,2,132,At Risk
225,1,440.0,1,1,2,112,Lost Customers
7,2,584.07,4,2,2,422,Lost Customers
122,2,327.7,2,2,2,222,Lost Customers
61,1,104.82,2,1,1,211,Lost Customers
63,2,467.66,2,2,2,222,Lost Customers
18,8,2360.09,4,4,4,444,Champions
7,19,17286.86,4,4,4,444,Champions
2,11,2975.59,4,4,4,444,Champions
22,3,651.8199999999999,3,3,2,332,Loyal Customers
29,5,1428.02,3,4,3,343,Loyal Customers
285,1,626.65,1,1,2,112,Lost Customers
176,2,147.20000000000002,1,2,1,121,Lost Customers
78,3,1560.38,2,3,3,233,At Risk
33,1,152.2,3,1,1,311,Lost Customers
41,12,3614.92,3,4,4,344,Loyal Customers
266,1,141.41,1,1,1,111,Lost Customers
27,4,652.82,3,3,2,332,Loyal Customers
109,4,1659.75,2,3,4,234,At Risk
284,1,151.59,1,1,1,111,Lost Customers
9,5,1308.6100000000001,4,4,3,443,Loyal Customers
305,1,409.93,1,1,2,112,Lost Customers
17,4,5681.72,4,3,4,434,Loyal Customers
32,2,746.36,3,2,3,323,Lost Customers
1,23,15610.390000000001,4,4,4,444,Champions
20,1,225.36,3,1,1,311,Lost Customers
124,2,260.25,2,2,1,221,Lost Customers
65,1,92.46,2,1,1,211,Lost Customers
106,1,725.6400000000001,2,1,3,213,Lost Customers
1,23,8214.65,4,4,4,444,Champions
24,17,6217.96,3,4,4,344,Loyal Customers
267,1,183.6,1,1,1,111,Lost Customers
5,19,6140.42,4,4,4,444,Champions
10,12,10464.85,4,4,4,444,Champions
29,5,1353.74,3,4,3,343,Loyal Customers
267,1,152.55,1,1,1,111,Lost Customers
64,2,374.7,2,2,2,222,Lost Customers
320,1,265.85,1,1,1,111,Lost Customers
4,8,1424.0,4,4,3,443,Loyal Customers
32,1,151.04,3,1,1,311,Lost Customers
5,3,942.26,4,3,3,433,Loyal Customers
129,1,122.47,2,1,1,211,Lost Customers
41,5,499.41999999999996,3,4,2,342,Loyal Customers
102,6,1049.37,2,4,3,243,At Risk
125,1,375.1,2,1,2,212,Lost Customers
33,1,45.599999999999994,3,1,1,311,Lost Customers
302,2,934.52,1,2,3,123,Lost Customers
365,1,182.25,1,1,1,111,Lost Customers
4,9,1018.43,4,4,3,443,Loyal Customers
2,18,4448.54,4,4,4,444,Champions
3,1,194.42,4,1,1,411,Lost Customers
10,13,50491.81,4,4,4,444,Champions
57,1,161.0,2,1,1,211,Lost Customers
325,1,76.32000000000001,1,1,1,111,Lost Customers
8,14,4076.91,4,4,4,444,Champions
12,1,442.85,4,1,2,412,Lost Customers
4,17,53258.43,4,4,4,444,Champions
37,1,147.35,3,1,1,311,Lost Customers
16,11,3104.17,4,4,4,444,Champions
138,1,194.9,2,1,1,211,Lost Customers
74,6,5976.79,2,4,4,244,At Risk
5,5,1360.28,4,4,3,443,Loyal Customers
155,2,216.20999999999998,1,2,1,121,Lost Customers
239,1,1266.23,1,1,3,113,Lost Customers
52,7,2703.23,2,4,4,244,At Risk
31,2,597.91,3,2,2,322,Lost Customers
73,1,144.2,2,1,1,211,Lost Customers
4,12,5683.15,4,4,4,444,Champions
14,4,692.85,4,3,3,433,Loyal Customers
23,7,2915.15,3,4,4,344,Loyal Customers
4,4,1840.42,4,3,4,434,Loyal Customers
274,2,386.53,1,2,2,122,Lost Customers
20,5,1382.74,3,4,3,343,Loyal Customers
144,1,90.0,1,1,1,111,Lost Customers
4,4,2780.15,4,3,4,434,Loyal Customers
84,1,419.58000000000004,2,1,2,212,Lost Customers
11,3,2740.43,4,3,4,434,Loyal Customers
8,3,706.1300000000001,4,3,3,433,Loyal Customers
123,3,709.71,2,3,3,233,At Risk
61,2,637.5,2,2,2,222,Lost Customers
2,5,1123.8600000000001,4,4,3,443,Loyal Customers
319,1,483.86,1,1,2,112,Lost Customers
2,11,3586.0299999999997,4,4,4,444,Champions
130,3,605.64,2,3,2,232,At Risk
2,15,4690.31,4,4,4,444,Champions
2,2,982.3800000000001,4,2,3,423,Lost Customers
46,1,415.82,3,1,2,312,Lost Customers
4,2,935.05,4,2,3,423,Lost Customers
3,4,915.13,4,3,3,433,Loyal Customers
373,1,311.81,1,1,2,112,Lost Customers
134,1,115.8,2,1,1,211,Lost Customers
47,4,3742.2,3,3,4,334,Loyal Customers
9,5,4191.0,4,4,4,444,Champions
78,2,483.4,2,2,2,222,Lost Customers
234,1,157.2,1,1,1,111,Lost Customers
221,1,446.62,1,1,2,112,Lost Customers
36,2,658.64,3,2,2,322,Lost Customers
75,2,621.29,2,2,2,222,Lost Customers
239,2,1345.62,1,2,3,123,Lost Customers
266,1,118.75,1,1,1,111,Lost Customers
10,54,116729.63,4,4,4,444,Champions
20,2,432.88,3,2,2,322,Lost Customers
40,1,507.66,3,1,2,312,Lost Customers
20,11,4690.64,3,4,4,344,Loyal Customers
216,3,1110.52,1,3,3,133,At Risk
174,2,289.36,1,2,1,121,Lost Customers
87,4,2445.91,2,3,4,234,At Risk
71,2,1631.77,2,2,4,224,Lost Customers
276,1,122.53999999999999,1,1,1,111,Lost Customers
39,4,574.84,3,3,2,332,Loyal Customers
98,1,363.79,2,1,2,212,Lost Customers
11,4,450.84,4,3,2,432,Loyal Customers
33,1,134.46,3,1,1,311,Lost Customers
60,3,3222.3,2,3,4,234,At Risk
297,4,576.9000000000001,1,3,2,132,At Risk
86,4,559.41,2,3,2,232,At Risk
9,7,1600.93,4,4,3,443,Loyal Customers
41,2,719.78,3,2,3,323,Lost Customers
11,25,4748.52,4,4,4,444,Champions
67,1,452.89,2,1,2,212,Lost Customers
331,1,197.65,1,1,1,111,Lost Customers
31,6,2054.36,3,4,4,344,Loyal Customers
2,15,4654.08,4,4,4,444,Champions
2,13,4684.76,4,4,4,444,Champions
68,2,853.39,2,2,3,223,Lost Customers
5,21,11349.52,4,4,4,444,Champions
202,2,1012.0,1,2,3,123,Lost Customers
107,1,335.52,2,1,2,212,Lost Customers
18,4,701.4,4,3,3,433,Loyal Customers
218,1,185.39999999999998,1,1,1,111,Lost Customers
60,7,747.44,2,4,3,243,At Risk
2,1,161.03,4,1,1,411,Lost Customers
17,2,466.7,4,2,2,422,Lost Customers
239,1,328.15999999999997,1,1,2,112,Lost Customers
95,1,151.74,2,1,1,211,Lost Customers
11,6,2073.43,4,4,4,444,Champions
106,6,1905.8400000000001,2,4,4,244,At Risk
53,9,2241.1,2,4,4,244,At Risk
90,1,1070.48,2,1,3,213,Lost Customers
31,5,1004.38,3,4,3,343,Loyal Customers
12,6,1789.72,4,4,4,444,Champions
3,4,1839.3,4,3,4,434,Loyal Customers
2,17,2004.98,4,4,4,444,Champions
43,1,169.48000000000002,3,1,1,311,Lost Customers
4,1,89.94,4,1,1,411,Lost Customers
247,2,632.4,1,2,2,122,Lost Customers
42,9,3432.8,3,4,4,344,Loyal Customers
177,1,683.17,1,1,3,113,Lost Customers
92,3,991.13,2,3,3,233,At Risk
110,4,1050.12,2,3,3,233,At Risk
29,5,2232.19,3,4,4,344,Loyal Customers
26,10,3350.96,3,4,4,344,Loyal Customers
52,3,1547.2,2,3,3,233,At Risk
184,3,925.71,1,3,3,133,At Risk
43,5,2048.07,3,4,4,344,Loyal Customers
49,4,1462.72,3,3,3,333,Loyal Customers
22,4,775.46,3,3,3,333,Loyal Customers
75,5,3144.86,2,4,4,244,At Risk
81,2,490.86,2,2,2,222,Lost Customers
373,1,161.0,1,1,1,111,Lost Customers
326,1,146.85,1,1,1,111,Lost Customers
43,11,2380.85,3,4,4,344,Loyal Customers
30,2,890.34,3,2,3,323,Lost Customers
184,1,213.70000000000002,1,1,1,111,Lost Customers
235,2,280.55,1,2,1,121,Lost Customers
9,10,2588.77,4,4,4,444,Champions
220,2,1693.45,1,2,4,124,Lost Customers
111,3,1474.06,2,3,3,233,At Risk
278,1,136.76999999999998,1,1,1,111,Lost Customers
318,1,302.58,1,1,1,111,Lost Customers
7,3,1904.05,4,3,4,434,Loyal Customers
2,5,2879.7000000000003,4,4,4,444,Champions
260,2,969.0600000000001,1,2,3,123,Lost Customers
64,5,3099.7200000000003,2,4,4,244,At Risk
9,9,12669.98,4,4,4,444,Champions
142,1,120.0,2,1,1,211,Lost Customers
51,2,1163.45,3,2,3,323,Lost Customers
8,8,2618.23,4,4,4,444,Champions
155,2,333.97,1,2,2,122,Lost Customers
109,2,530.18,2,2,2,222,Lost Customers
163,3,1516.24,1,3,3,133,At Risk
332,1,492.65000000000003,1,1,2,112,Lost Customers
226,1,112.32,1,1,1,111,Lost Customers
74,2,437.96,2,2,2,222,Lost Customers
51,4,559.97,3,3,2,332,Loyal Customers
99,3,1119.74,2,3,3,233,At Risk
15,3,4180.2,4,3,4,434,Loyal Customers
197,1,134.04,1,1,1,111,Lost Customers
3,15,3729.34,4,4,4,444,Champions
31,2,595.25,3,2,2,322,Lost Customers
21,4,1910.01,3,3,4,334,Loyal Customers
24,3,4628.75,3,3,4,334,Loyal Customers
8,3,176.63,4,3,1,431,Loyal Customers
213,1,426.6,1,1,2,112,Lost Customers
9,6,911.26,4,4,3,443,Loyal Customers
11,5,2314.65,4,4,4,444,Champions
2,11,3883.25,4,4,4,444,Champions
8,9,4871.93,4,4,4,444,Champions
3,4,1046.56,4,3,3,433,Loyal Customers
40,1,166.20000000000002,3,1,1,311,Lost Customers
18,4,1305.33,4,3,3,433,Loyal Customers
8,44,51527.3,4,4,4,444,Champions
8,9,3965.62,4,4,4,444,Champions
19,1,43.2,3,1,1,311,Lost Customers
117,1,640.14,2,1,2,212,Lost Customers
223,1,383.45,1,1,2,112,Lost Customers
71,3,1858.96,2,3,4,234,At Risk
51,2,2093.32,3,2,4,324,Lost Customers
89,6,2995.72,2,4,4,244,At Risk
8,9,2352.53,4,4,4,444,Champions
243,1,310.26,1,1,2,112,Lost Customers
47,6,1611.59,3,4,3,343,Loyal Customers
107,1,120.0,2,1,1,211,Lost Customers
45,6,2481.13,3,4,4,344,Loyal Customers
65,1,508.58000000000004,2,1,2,212,Lost Customers
207,2,477.79,1,2,2,122,Lost Customers
11,5,1530.75,4,4,3,443,Loyal Customers
115,2,605.0600000000001,2,2,2,222,Lost Customers
242,1,183.85,1,1,1,111,Lost Customers
163,1,311.65,1,1,2,112,Lost Customers
17,7,5014.84,4,4,4,444,Champions
124,2,462.65999999999997,2,2,2,222,Lost Customers
23,3,866.31,3,3,3,333,Loyal Customers
68,1,415.2,2,1,2,212,Lost Customers
17,8,2552.21,4,4,4,444,Champions
16,2,468.26,4,2,2,422,Lost Customers
17,4,1614.91,4,3,3,433,Loyal Customers
161,2,588.22,1,2,2,122,Lost Customers
243,1,309.52,1,1,2,112,Lost Customers
219,1,134.7,1,1,1,111,Lost Customers
45,8,2182.28,3,4,4,344,Loyal Customers
21,4,668.5600000000001,3,3,3,333,Loyal Customers
127,8,889.9300000000001,2,4,3,243,At Risk
39,1,108.97999999999999,3,1,1,311,Lost Customers
121,2,1021.58,2,2,3,223,Lost Customers
260,1,409.57,1,1,2,112,Lost Customers
10,1,133.5,4,1,1,411,Lost Customers
274,1,282.93,1,1,1,111,Lost Customers
165,1,51.0,1,1,1,111,Lost Customers
157,4,1078.96,1,3,3,133,At Risk
215,1,90.6,1,1,1,111,Lost Customers
6,2,163.62,4,2,1,421,Lost Customers
366,1,174.4,1,1,1,111,Lost Customers
80,2,701.23,2,2,3,223,Lost Customers
43,1,225.77,3,1,1,311,Lost Customers
19,3,912.18,3,3,3,333,Loyal Customers
32,4,2128.23,3,3,4,334,Loyal Customers
22,1,161.2,3,1,1,311,Lost Customers
109,8,3717.35,2,4,4,244,At Risk
8,16,9261.52,4,4,4,444,Champions
320,1,155.0,1,1,1,111,Lost Customers
295,1,100.5,1,1,1,111,Lost Customers
358,1,76.55,1,1,1,111,Lost Customers
185,1,257.68,1,1,1,111,Lost Customers
191,2,617.05,1,2,2,122,Lost Customers
44,2,348.1,3,2,2,322,Lost Customers
52,1,202.68,2,1,1,211,Lost Customers
26,1,626.0699999999999,3,1,2,312,Lost Customers
38,3,1247.69,3,3,3,333,Loyal Customers
9,3,202.11,4,3,1,431,Loyal Customers
297,1,142.4,1,1,1,111,Lost Customers
33,3,1770.56,3,3,4,334,Loyal Customers
10,8,3212.84,4,4,4,444,Champions
65,2,1043.46,2,2,3,223,Lost Customers
10,9,4652.82,4,4,4,444,Champions
218,1,67.95,1,1,1,111,Lost Customers
2,9,3507.71,4,4,4,444,Champions
65,2,487.99,2,2,2,222,Lost Customers
3,19,2612.96,4,4,4,444,Champions
149,1,574.7,1,1,2,112,Lost Customers
4,13,4051.48,4,4,4,444,Champions
130,4,1475.81,2,3,3,233,At Risk
34,6,1474.32,3,4,3,343,Loyal Customers
119,1,156.75,2,1,1,211,Lost Customers
107,5,2142.73,2,4,4,244,At Risk
11,7,2606.53,4,4,4,444,Champions
71,6,2059.4500000000003,2,4,4,244,At Risk
92,9,1104.07,2,4,3,243,At Risk
311,1,1063.0,1,1,3,113,Lost Customers
43,2,770.03,3,2,3,323,Lost Customers
362,1,122.7,1,1,1,111,Lost Customers
92,7,1496.98,2,4,3,243,At Risk
1,13,5900.28,4,4,4,444,Champions
22,2,490.22,3,2,2,322,Lost Customers
4,3,1937.25,4,3,4,434,Loyal Customers
11,6,1058.06,4,4,3,443,Loyal Customers
99,1,387.52,2,1,2,212,Lost Customers
57,2,813.11,2,2,3,223,Lost Customers
1,6,4263.64,4,4,4,444,Champions
218,1,265.2,1,1,1,111,Lost Customers
18,1,322.08,4,1,2,412,Lost Customers
24,10,4481.67,3,4,4,344,Loyal Customers
50,2,363.34000000000003,3,2,2,322,Lost Customers
7,5,1244.83,4,4,3,443,Loyal Customers
303,1,470.36,1,1,2,112,Lost Customers
10,6,2255.51,4,4,4,444,Champions
22,6,1372.8,3,4,3,343,Loyal Customers
99,1,89.06,2,1,1,211,Lost Customers
366,1,63.0,1,1,1,111,Lost Customers
306,1,131.9,1,1,1,111,Lost Customers
320,1,2661.24,1,1,4,114,Lost Customers
8,5,2357.6800000000003,4,4,4,444,Champions
1,4,1712.89,4,3,4,434,Loyal Customers
205,2,1589.82,1,2,3,123,Lost Customers
54,4,1420.2,2,3,3,233,At Risk
1,4,1034.78,4,3,3,433,Loyal Customers
19,5,1163.23,3,4,3,343,Loyal Customers
9,2,375.35,4,2,2,422,Lost Customers
19,4,907.1,3,3,3,333,Loyal Customers
181,3,483.25,1,3,2,132,At Risk
60,2,662.59,2,2,2,222,Lost Customers
11,2,264.44,4,2,1,421,Lost Customers
190,1,119.93,1,1,1,111,Lost Customers
5,9,3059.44,4,4,4,444,Champions
311,1,113.64,1,1,1,111,Lost Customers
155,1,1837.92,1,1,4,114,Lost Customers
110,3,434.34,2,3,2,232,At Risk
148,3,2102.67,1,3,4,134,At Risk
66,11,1999.02,2,4,4,244,At Risk
98,3,529.62,2,3,2,232,At Risk
247,3,1058.6200000000001,1,3,3,133,At Risk
29,7,2272.4,3,4,4,344,Loyal Customers
18,4,598.76,4,3,2,432,Loyal Customers
12,2,461.19,4,2,2,422,Lost Customers
104,8,1936.84,2,4,4,244,At Risk
74,2,234.34000000000003,2,2,1,221,Lost Customers
46,1,547.66,3,1,2,312,Lost Customers
72,3,925.85,2,3,3,233,At Risk
257,1,215.7,1,1,1,111,Lost Customers
20,4,1309.6,3,3,3,333,Loyal Customers
254,2,316.25,1,2,2,122,Lost Customers
11,1,279.05,4,1,1,411,Lost Customers
165,2,636.51,1,2,2,122,Lost Customers
18,6,2068.15,4,4,4,444,Champions
282,1,137.1,1,1,1,111,Lost Customers
50,1,321.92,3,1,2,312,Lost Customers
39,1,165.75,3,1,1,311,Lost Customers
27,6,1196.33,3,4,3,343,Loyal Customers
68,1,1064.28,2,1,3,213,Lost Customers
207,1,463.38,1,1,2,112,Lost Customers
175,2,340.93,1,2,2,122,Lost Customers
7,5,2383.2400000000002,4,4,4,444,Champions
26,1,139.56,3,1,1,311,Lost Customers
51,2,123.8,3,2,1,321,Lost Customers
312,2,538.8100000000001,1,2,2,122,Lost Customers
309,1,475.37,1,1,2,112,Lost Customers
43,5,1957.32,3,4,4,344,Loyal Customers
26,3,815.32,3,3,3,333,Loyal Customers
88,3,356.85,2,3,2,232,At Risk
184,2,251.21,1,2,1,121,Lost Customers
20,11,2467.63,3,4,4,344,Loyal Customers
3,6,3543.26,4,4,4,444,Champions
47,4,673.26,3,3,3,333,Loyal Customers
17,8,5905.64,4,4,4,444,Champions
17,5,2012.17,4,4,4,444,Champions
24,6,1383.18,3,4,3,343,Loyal Customers
22,2,276.42,3,2,1,321,Lost Customers
11,5,1314.81,4,4,3,443,Loyal Customers
188,2,275.28,1,2,1,121,Lost Customers
101,3,455.59000000000003,2,3,2,232,At Risk
61,3,1055.35,2,3,3,233,At Risk
18,6,2102.09,4,4,4,444,Champions
33,2,330.45,3,2,2,322,Lost Customers
64,1,174.37,2,1,1,211,Lost Customers
2,2,270.6,4,2,1,421,Lost Customers
24,4,974.54,3,3,3,333,Loyal Customers
108,1,241.09,2,1,1,211,Lost Customers
32,9,1867.68,3,4,4,344,Loyal Customers
20,9,4332.2,3,4,4,344,Loyal Customers
3,55,8507.82,4,4,4,444,Champions
37,1,364.21999999999997,3,1,2,312,Lost Customers
60,3,620.04,2,3,2,232,At Risk
26,6,2925.91,3,4,4,344,Loyal Customers
236,4,932.85,1,3,3,133,At Risk
25,7,1949.72,3,4,4,344,Loyal Customers
3,18,4445.4,4,4,4,444,Champions
60,3,2864.19,2,3,4,234,At Risk
260,1,171.8,1,1,1,111,Lost Customers
58,1,355.56,2,1,2,212,Lost Customers
65,2,388.25,2,2,2,222,Lost Customers
16,2,537.48,4,2,2,422,Lost Customers
10,3,996.26,4,3,3,433,Loyal Customers
59,8,1461.65,2,4,3,243,At Risk
186,1,103.25,1,1,1,111,Lost Customers
29,16,3590.68,3,4,4,344,Loyal Customers
24,2,2024.45,3,2,4,324,Lost Customers
5,5,2578.09,4,4,4,444,Champions
4,8,4007.54,4,4,4,444,Champions
151,2,652.8,1,2,2,122,Lost Customers
311,1,289.24,1,1,1,111,Lost Customers
11,2,765.62,4,2,3,423,Lost Customers
18,2,186.23,4,2,1,421,Lost Customers
152,1,165.07,1,1,1,111,Lost Customers
19,5,859.27,3,4,3,343,Loyal Customers
10,4,2381.04,4,3,4,434,Loyal Customers
57,2,324.14,2,2,2,222,Lost Customers
85,1,788.38,2,1,3,213,Lost Customers
7,22,2237.77,4,4,4,444,Champions
76,3,1080.76,2,3,3,233,At Risk
4,18,5074.77,4,4,4,444,Champions
96,4,2949.12,2,3,4,234,At Risk
111,1,1432.0,2,1,3,213,Lost Customers
57,2,1530.3600000000001,2,2,3,223,Lost Customers
1,1,227.39,4,1,1,411,Lost Customers
281,2,217.21,1,2,1,121,Lost Customers
3,7,2832.84,4,4,4,444,Champions
180,9,1653.42,1,4,4,144,At Risk
372,1,35.400000000000006,1,1,1,111,Lost Customers
13,4,859.71,4,3,3,433,Loyal Customers
3,1,168.63,4,1,1,411,Lost Customers
17,1,138.6,4,1,1,411,Lost Customers
41,1,114.11,3,1,1,311,Lost Customers
6,5,1052.55,4,4,3,443,Loyal Customers
169,4,1042.26,1,3,3,133,At Risk
50,1,157.05,3,1,1,311,Lost Customers
277,1,237.36,1,1,1,111,Lost Customers
19,9,1601.14,3,4,3,343,Loyal Customers
372,1,39.75,1,1,1,111,Lost Customers
15,4,1447.14,4,3,3,433,Loyal Customers
35,3,570.46,3,3,2,332,Loyal Customers
22,3,617.99,3,3,2,332,Loyal Customers
7,2,379.83,4,2,2,422,Lost Customers
20,6,1740.6,3,4,4,344,Loyal Customers
11,2,883.15,4,2,3,423,Lost Customers
44,1,221.97,3,1,1,311,Lost Customers
306,1,393.33000000000004,1,1,2,112,Lost Customers
11,1,213.96,4,1,1,411,Lost Customers
275,1,660.0,1,1,2,112,Lost Customers
1,90,12006.65,4,4,4,444,Champions
16,12,15021.5,4,4,4,444,Champions
4,4,1785.15,4,3,4,434,Loyal Customers
72,4,601.56,2,3,2,232,At Risk
243,3,406.08000000000004,1,3,2,132,At Risk
9,3,553.44,4,3,2,432,Loyal Customers
246,1,394.44,1,1,2,112,Lost Customers
206,2,412.78000000000003,1,2,2,122,Lost Customers
1,5,1788.3600000000001,4,4,4,444,Champions
185,1,320.58000000000004,1,1,2,112,Lost Customers
32,5,884.57,3,4,3,343,Loyal Customers
57,2,225.85,2,2,1,221,Lost Customers
196,2,899.63,1,2,3,123,Lost Customers
24,4,2791.27,3,3,4,334,Loyal Customers
91,2,671.96,2,2,3,223,Lost Customers
4,2,959.01,4,2,3,423,Lost Customers
51,3,1006.98,3,3,3,333,Loyal Customers
263,1,114.56,1,1,1,111,Lost Customers
266,1,344.90000000000003,1,1,2,112,Lost Customers
36,2,609.85,3,2,2,322,Lost Customers
51,1,443.6,3,1,2,312,Lost Customers
52,6,2984.49,2,4,4,244,At Risk
24,6,2125.08,3,4,4,344,Loyal Customers
22,1,110.46,3,1,1,311,Lost Customers
59,1,96.12,2,1,1,211,Lost Customers
170,2,693.8100000000001,1,2,3,123,Lost Customers
68,2,830.76,2,2,3,223,Lost Customers
157,2,597.09,1,2,2,122,Lost Customers
2,72,279138.02,4,4,4,444,Champions
201,1,243.22,1,1,1,111,Lost Customers
5,4,1417.29,4,3,3,433,Loyal Customers
67,2,654.6,2,2,2,222,Lost Customers
77,1,114.18,2,1,1,211,Lost Customers
1,7,1937.6,4,4,4,444,Champions
8,4,1932.23,4,3,4,434,Loyal Customers
169,2,291.05,1,2,1,121,Lost Customers
18,4,848.22,4,3,3,433,Loyal Customers
5,2,247.15,4,2,1,421,Lost Customers
9,9,2529.93,4,4,4,444,Champions
87,2,285.74,2,2,1,221,Lost Customers
27,1,107.95,3,1,1,311,Lost Customers
29,4,771.17,3,3,3,333,Loyal Customers
20,2,637.89,3,2,2,322,Lost Customers
61,5,1835.7,2,4,4,244,At Risk
24,1,179.95,3,1,1,311,Lost Customers
11,25,9236.95,4,4,4,444,Champions
242,3,1269.99,1,3,3,133,At Risk
280,2,411.53,1,2,2,122,Lost Customers
235,2,765.55,1,2,3,123,Lost Customers
3,5,1736.4,4,4,4,444,Champions
16,1,604.75,4,1,2,412,Lost Customers
31,6,2548.2400000000002,3,4,4,344,Loyal Customers
25,16,28754.11,3,4,4,344,Loyal Customers
71,3,498.95,2,3,2,232,At Risk
188,2,52.0,1,2,1,121,Lost Customers
26,5,1236.28,3,4,3,343,Loyal Customers
107,1,628.38,2,1,2,212,Lost Customers
8,21,5630.87,4,4,4,444,Champions
209,1,112.8,1,1,1,111,Lost Customers
44,2,371.7,3,2,2,322,Lost Customers
31,5,2114.33,3,4,4,344,Loyal Customers
137,4,591.55,2,3,2,232,At Risk
265,1,172.9,1,1,1,111,Lost Customers
4,7,2078.95,4,4,4,444,Champions
218,2,188.60999999999999,1,2,1,121,Lost Customers
2,5,1250.76,4,4,3,443,Loyal Customers
214,1,109.13000000000001,1,1,1,111,Lost Customers
32,3,2235.3,3,3,4,334,Loyal Customers
11,9,2549.37,4,4,4,444,Champions
1,17,3292.14,4,4,4,444,Champions
15,1,318.17,4,1,2,412,Lost Customers
20,7,1514.57,3,4,3,343,Loyal Customers
199,1,179.0,1,1,1,111,Lost Customers
3,3,1126.37,4,3,3,433,Loyal Customers
15,13,4921.04,4,4,4,444,Champions
14,4,606.13,4,3,2,432,Loyal Customers
10,11,2868.8,4,4,4,444,Champions
29,3,917.07,3,3,3,333,Loyal Customers
9,11,2666.36,4,4,4,444,Champions
24,1,160.19,3,1,1,311,Lost Customers
25,4,867.38,3,3,3,333,Loyal Customers
43,2,329.68,3,2,2,322,Lost Customers
2,5,1602.13,4,4,3,443,Loyal Customers
6,3,663.81,4,3,2,432,Loyal Customers
147,1,187.92000000000002,1,1,1,111,Lost Customers
10,6,1156.6,4,4,3,443,Loyal Customers
25,1,718.08,3,1,3,313,Lost Customers
274,1,268.58,1,1,1,111,Lost Customers
374,1,313.49,1,1,2,112,Lost Customers
1,8,2005.06,4,4,4,444,Champions
47,3,380.02,3,3,2,332,Loyal Customers
8,8,2702.4900000000002,4,4,4,444,Champions
16,12,9585.91,4,4,4,444,Champions
4,31,6050.69,4,4,4,444,Champions
4,3,1164.55,4,3,3,433,Loyal Customers
43,7,1314.45,3,4,3,343,Loyal Customers
4,7,3902.28,4,4,4,444,Champions
197,3,1448.21,1,3,3,133,At Risk
12,6,1400.34,4,4,3,443,Loyal Customers
16,7,1099.98,4,4,3,443,Loyal Customers
113,5,1220.26,2,4,3,243,At Risk
249,1,328.2,1,1,2,112,Lost Customers
29,5,1415.75,3,4,3,343,Loyal Customers
44,1,389.64,3,1,2,312,Lost Customers
87,1,563.15,2,1,2,212,Lost Customers
45,2,638.05,3,2,2,322,Lost Customers
10,11,5010.28,4,4,4,444,Champions
15,1,738.96,4,1,3,413,Lost Customers
75,1,420.5,2,1,2,212,Lost Customers
145,4,1484.06,1,3,3,133,At Risk
5,3,1625.97,4,3,3,433,Loyal Customers
297,1,89.2,1,1,1,111,Lost Customers
59,2,255.9,2,2,1,221,Lost Customers
264,1,300.52,1,1,1,111,Lost Customers
47,1,278.3,3,1,1,311,Lost Customers
29,3,254.11,3,3,1,331,Loyal Customers
8,6,2473.37,4,4,4,444,Champions
17,2,192.60000000000002,4,2,1,421,Lost Customers
3,8,10673.1,4,4,4,444,Champions
232,2,876.42,1,2,3,123,Lost Customers
112,1,139.26,2,1,1,211,Lost Customers
